day,pH,conductivity,temperature,TDS,chloride,sulfate,magnesium,calcium,alkalinity,hardness
24,7.545000000000001,1006.2500000000011,30.4,670.833333333334,80.50000000000009,71.87500000000007,63.25000000000007,172.5000000000002,316.25000000000034,235.75000000000028
25,7.5468,1011.5000000000011,30.5,674.333333333334,80.92000000000009,72.25000000000009,63.58000000000007,173.4000000000002,317.9000000000004,236.98000000000027
26,7.5486,1016.7500000000011,30.6,677.833333333334,81.34000000000009,72.62500000000009,63.910000000000075,174.3000000000002,319.55000000000035,238.2100000000003
27,7.550400000000001,1022.0000000000013,30.7,681.3333333333342,81.7600000000001,73.00000000000009,64.24000000000008,175.20000000000022,321.2000000000004,239.44000000000028
28,7.552200000000001,1027.2500000000014,30.8,684.8333333333343,82.1800000000001,73.37500000000009,64.57000000000008,176.10000000000022,322.8500000000004,240.6700000000003
29,7.554,1032.5000000000014,30.9,688.3333333333343,82.60000000000011,73.7500000000001,64.90000000000008,177.00000000000023,324.5000000000004,241.90000000000032
30,7.5558000000000005,1037.7500000000014,28.0,691.8333333333343,83.02000000000011,74.1250000000001,65.23000000000009,177.90000000000023,326.15000000000043,243.13000000000034
31,7.557600000000001,1043.0000000000014,28.1,695.3333333333343,83.44000000000011,74.5000000000001,65.56000000000009,178.80000000000024,327.8000000000004,244.36000000000033
32,7.559400000000001,1048.2500000000014,28.2,698.8333333333343,83.86000000000011,74.8750000000001,65.89000000000009,179.70000000000024,329.45000000000044,245.59000000000032
33,7.5612,1053.5000000000016,28.3,702.3333333333344,84.28000000000011,75.2500000000001,66.2200000000001,180.60000000000025,331.1000000000005,246.82000000000033
34,7.563000000000001,1058.7500000000016,28.4,705.8333333333344,84.70000000000012,75.62500000000011,66.5500000000001,181.50000000000026,332.75000000000045,248.05000000000035
35,7.564800000000001,1064.0000000000016,28.5,709.3333333333344,85.12000000000012,76.00000000000011,66.8800000000001,182.40000000000026,334.4000000000005,249.28000000000037
36,7.566600000000001,1069.2500000000016,28.6,712.8333333333344,85.54000000000013,76.37500000000011,67.21000000000011,183.30000000000027,336.0500000000005,250.5100000000004
37,7.5684000000000005,1074.5000000000016,28.7,716.3333333333344,85.96000000000014,76.75000000000011,67.5400000000001,184.20000000000027,337.7000000000005,251.74000000000038
38,7.570200000000001,1079.7500000000016,28.8,719.8333333333344,86.38000000000014,77.12500000000013,67.8700000000001,185.10000000000028,339.35000000000053,252.97000000000037
39,7.572000000000001,1085.0000000000018,28.9,723.3333333333345,86.80000000000014,77.50000000000013,68.2000000000001,186.00000000000028,341.00000000000057,254.2000000000004
40,7.5738,1090.2500000000018,29.0,726.8333333333345,87.22000000000014,77.87500000000013,68.53000000000011,186.90000000000032,342.65000000000055,255.43000000000043
41,7.5756000000000006,1095.5000000000018,29.1,730.3333333333345,87.64000000000014,78.25000000000013,68.86000000000011,187.80000000000032,344.3000000000006,256.6600000000004
42,7.577400000000001,1100.7500000000018,29.2,733.8333333333345,88.06000000000014,78.62500000000013,69.19000000000011,188.70000000000033,345.9500000000006,257.89000000000044
43,7.579200000000001,1106.0000000000018,29.3,737.3333333333345,88.48000000000016,79.00000000000014,69.52000000000012,189.60000000000034,347.6000000000006,259.12000000000046
44,7.581000000000001,1111.250000000002,29.4,740.8333333333347,88.90000000000016,79.37500000000014,69.85000000000012,190.50000000000034,349.2500000000006,260.3500000000005
45,7.582800000000001,1116.500000000002,29.5,744.3333333333347,89.32000000000016,79.75000000000014,70.18000000000012,191.40000000000035,350.9000000000006,261.5800000000005
46,7.584600000000001,1121.750000000002,29.6,747.8333333333347,89.74000000000017,80.12500000000014,70.51000000000013,192.30000000000035,352.55000000000064,262.8100000000005
47,7.586400000000001,1127.000000000002,29.7,751.3333333333347,90.16000000000017,80.50000000000014,70.84000000000013,193.20000000000036,354.20000000000067,264.0400000000005
48,7.5882000000000005,1132.250000000002,29.8,754.8333333333347,90.58000000000017,80.87500000000016,71.17000000000013,194.10000000000036,355.85000000000065,265.2700000000005
49,7.590000000000001,1137.5000000000023,29.9,758.3333333333348,91.00000000000017,81.25000000000016,71.50000000000014,195.00000000000037,357.5000000000007,266.5000000000005
50,7.591800000000001,1142.7500000000023,30.0,761.8333333333348,91.42000000000017,81.62500000000016,71.83000000000014,195.90000000000038,359.1500000000007,267.73000000000053
51,7.593600000000001,1148.0000000000023,30.1,765.3333333333348,91.84000000000017,82.00000000000016,72.16000000000014,196.80000000000038,360.8000000000007,268.9600000000005
52,7.595400000000001,1153.2500000000023,30.2,768.8333333333348,92.26000000000019,82.37500000000017,72.49000000000015,197.7000000000004,362.4500000000007,270.1900000000005
53,7.597200000000001,1158.5000000000023,30.3,772.3333333333348,92.68000000000019,82.75000000000017,72.82000000000015,198.6000000000004,364.10000000000076,271.4200000000005
54,7.599000000000001,1163.7500000000025,30.4,775.833333333335,93.1000000000002,83.12500000000017,73.15000000000015,199.5000000000004,365.75000000000074,272.65000000000055
55,7.600800000000001,1169.0000000000025,30.5,779.333333333335,93.5200000000002,83.50000000000017,73.48000000000016,200.40000000000043,367.4000000000008,273.88000000000056
56,7.602600000000001,1174.2500000000025,30.6,782.833333333335,93.9400000000002,83.87500000000017,73.81000000000016,201.30000000000044,369.0500000000008,275.1100000000006
57,7.604400000000001,1179.5000000000025,30.7,786.333333333335,94.3600000000002,84.25000000000018,74.14000000000016,202.20000000000044,370.7000000000008,276.3400000000006
58,7.606200000000001,1184.7500000000025,30.8,789.833333333335,94.7800000000002,84.62500000000018,74.47000000000016,203.10000000000045,372.3500000000008,277.5700000000006
59,7.608000000000001,1190.0000000000025,30.9,793.333333333335,95.20000000000022,85.00000000000018,74.80000000000017,204.00000000000045,374.0000000000008,278.80000000000064
60,7.609800000000001,1195.2500000000027,28.0,796.8333333333352,95.62000000000022,85.37500000000018,75.13000000000017,204.90000000000046,375.65000000000083,280.03000000000065
61,7.611600000000001,1200.5000000000027,28.1,800.3333333333352,96.04000000000022,85.7500000000002,75.46000000000016,205.80000000000047,377.30000000000086,281.2600000000006
62,7.613400000000001,1205.7500000000027,28.2,803.8333333333352,96.46000000000022,86.1250000000002,75.79000000000018,206.70000000000047,378.95000000000084,282.49000000000063
63,7.6152000000000015,1211.0000000000027,28.3,807.3333333333352,96.88000000000022,86.5000000000002,76.12000000000018,207.60000000000048,380.6000000000009,283.72000000000065
64,7.617000000000001,1216.2500000000027,28.4,810.8333333333352,97.30000000000022,86.8750000000002,76.45000000000017,208.50000000000048,382.2500000000009,284.95000000000067
65,7.618800000000001,1221.500000000003,28.5,814.3333333333353,97.72000000000023,87.2500000000002,76.78000000000019,209.4000000000005,383.9000000000009,286.1800000000007
66,7.620600000000001,1226.750000000003,28.6,817.8333333333353,98.14000000000023,87.62500000000021,77.11000000000018,210.3000000000005,385.5500000000009,287.41000000000065
67,7.622400000000001,1232.000000000003,28.7,821.3333333333353,98.56000000000023,88.00000000000021,77.44000000000018,211.2000000000005,387.20000000000095,288.64000000000067
68,7.624200000000001,1237.250000000003,28.8,824.8333333333353,98.98000000000025,88.37500000000021,77.7700000000002,212.1000000000005,388.85000000000093,289.8700000000007
69,7.626000000000001,1242.500000000003,28.9,828.3333333333353,99.40000000000025,88.75000000000021,78.1000000000002,213.0000000000005,390.50000000000097,291.1000000000007
70,7.6278000000000015,1247.7500000000032,29.0,831.8333333333354,99.82000000000025,89.12500000000023,78.43000000000019,213.90000000000052,392.15000000000094,292.3300000000007
71,7.629600000000001,1253.0000000000032,29.1,835.3333333333354,100.24000000000025,89.50000000000023,78.76000000000019,214.80000000000052,393.800000000001,293.56000000000074
72,7.631400000000001,1258.2500000000032,29.2,838.8333333333354,100.66000000000025,89.87500000000023,79.0900000000002,215.70000000000056,395.450000000001,294.79000000000076
73,7.633200000000001,1263.5000000000032,29.3,842.3333333333354,101.08000000000025,90.25000000000023,79.4200000000002,216.60000000000056,397.100000000001,296.0200000000008
74,7.635000000000002,1268.7500000000032,29.4,845.8333333333354,101.50000000000026,90.62500000000023,79.7500000000002,217.50000000000057,398.750000000001,297.2500000000008
75,7.636800000000001,1274.0000000000034,29.5,849.3333333333356,101.92000000000027,91.00000000000024,80.08000000000021,218.40000000000057,400.40000000000106,298.4800000000008
76,7.638600000000001,1279.2500000000034,29.6,852.8333333333356,102.34000000000027,91.37500000000024,80.41000000000021,219.30000000000058,402.05000000000103,299.7100000000008
77,7.640400000000001,1284.5000000000034,29.7,856.3333333333356,102.76000000000028,91.75000000000024,80.74000000000021,220.20000000000059,403.70000000000107,300.9400000000008
78,7.642200000000002,1289.7500000000034,29.8,859.8333333333356,103.18000000000028,92.12500000000024,81.07000000000022,221.1000000000006,405.3500000000011,302.1700000000008
79,7.644000000000001,1295.0000000000034,29.9,863.3333333333356,103.60000000000028,92.50000000000026,81.40000000000022,222.0000000000006,407.0000000000011,303.40000000000083
80,7.645800000000001,1300.2500000000036,30.0,866.8333333333358,104.02000000000028,92.87500000000026,81.73000000000022,222.9000000000006,408.6500000000011,304.6300000000008
81,7.6476000000000015,1305.5000000000036,30.1,870.3333333333358,104.44000000000028,93.25000000000026,82.06000000000023,223.8000000000006,410.30000000000115,305.8600000000008
82,7.649400000000002,1310.7500000000036,30.2,873.8333333333358,104.86000000000028,93.62500000000026,82.39000000000023,224.7000000000006,411.9500000000011,307.0900000000008
83,7.651200000000001,1316.0000000000036,30.3,877.3333333333358,105.28000000000029,94.00000000000026,82.72000000000023,225.60000000000062,413.60000000000116,308.32000000000085
84,7.653000000000001,1321.2500000000036,30.4,880.8333333333358,105.7000000000003,94.37500000000027,83.05000000000024,226.50000000000063,415.25000000000114,309.55000000000086
85,7.654800000000002,1326.5000000000036,30.5,884.3333333333358,106.1200000000003,94.75000000000027,83.38000000000024,227.40000000000063,416.90000000000117,310.7800000000009
86,7.656600000000002,1331.7500000000039,30.6,887.8333333333359,106.5400000000003,95.12500000000027,83.71000000000024,228.30000000000064,418.5500000000012,312.0100000000009
87,7.658400000000001,1337.0000000000039,30.7,891.3333333333359,106.9600000000003,95.50000000000027,84.04000000000025,229.20000000000067,420.2000000000012,313.2400000000009
88,7.6602000000000015,1342.2500000000039,30.8,894.8333333333359,107.38000000000031,95.87500000000027,84.37000000000025,230.10000000000068,421.8500000000012,314.47000000000094
89,7.662000000000002,1347.5000000000039,30.9,898.3333333333359,107.80000000000031,96.25000000000028,84.70000000000024,231.00000000000068,423.50000000000125,315.70000000000095
90,7.663800000000002,1352.7500000000039,28.0,901.8333333333359,108.22000000000031,96.62500000000028,85.03000000000024,231.9000000000007,425.1500000000012,316.9300000000009
91,7.665600000000001,1358.000000000004,28.1,905.3333333333361,108.64000000000033,97.00000000000028,85.36000000000026,232.8000000000007,426.80000000000126,318.16000000000093
92,7.6674000000000015,1363.250000000004,28.2,908.8333333333361,109.06000000000033,97.37500000000028,85.69000000000025,233.7000000000007,428.4500000000013,319.39000000000095
93,7.669200000000002,1368.500000000004,28.3,912.3333333333361,109.48000000000033,97.7500000000003,86.02000000000025,234.6000000000007,430.1000000000013,320.62000000000097
94,7.671000000000001,1373.750000000004,28.4,915.8333333333361,109.90000000000033,98.1250000000003,86.35000000000026,235.5000000000007,431.7500000000013,321.850000000001
95,7.672800000000001,1379.000000000004,28.5,919.3333333333361,110.32000000000033,98.5000000000003,86.68000000000026,236.40000000000072,433.40000000000134,323.08000000000095
96,7.674600000000002,1384.2500000000043,28.6,922.8333333333362,110.74000000000034,98.8750000000003,87.01000000000026,237.30000000000072,435.0500000000013,324.31000000000097
97,7.676400000000002,1389.5000000000043,28.7,926.3333333333362,111.16000000000034,99.2500000000003,87.34000000000027,238.20000000000073,436.70000000000135,325.540000000001
98,7.678200000000001,1394.7500000000043,28.8,929.8333333333362,111.58000000000034,99.62500000000031,87.67000000000027,239.10000000000073,438.35000000000133,326.770000000001
99,7.6800000000000015,1400.0000000000043,28.9,933.3333333333362,112.00000000000034,100.00000000000031,88.00000000000027,240.00000000000074,440.00000000000136,328.000000000001
100,7.681800000000002,1405.2500000000043,29.0,936.8333333333362,112.42000000000034,100.3750000000003,88.33000000000027,240.90000000000072,441.65000000000134,329.230000000001
101,7.683600000000002,1410.500000000004,29.1,940.3333333333361,112.84000000000033,100.7500000000003,88.66000000000025,241.8000000000007,443.3000000000013,330.46000000000095
102,7.685400000000001,1415.750000000004,29.2,943.8333333333361,113.26000000000032,101.12500000000028,88.99000000000025,242.7000000000007,444.95000000000124,331.69000000000096
103,7.687200000000002,1421.0000000000039,29.3,947.3333333333359,113.68000000000032,101.50000000000028,89.32000000000025,243.60000000000068,446.6000000000012,332.9200000000009
104,7.689000000000002,1426.2500000000039,29.4,950.8333333333359,114.1000000000003,101.87500000000027,89.65000000000023,244.50000000000065,448.2500000000012,334.1500000000009
105,7.690800000000001,1431.5000000000036,29.5,954.3333333333358,114.5200000000003,102.25000000000026,89.98000000000023,245.40000000000063,449.90000000000117,335.38000000000085
106,7.692600000000001,1436.7500000000036,29.6,957.8333333333358,114.94000000000028,102.62500000000026,90.31000000000023,246.3000000000006,451.55000000000115,336.6100000000008
107,7.694400000000002,1442.0000000000034,29.7,961.3333333333356,115.36000000000027,103.00000000000024,90.64000000000021,247.20000000000059,453.20000000000107,337.8400000000008
108,7.696200000000001,1447.2500000000034,29.8,964.8333333333356,115.78000000000027,103.37500000000024,90.97000000000021,248.10000000000056,454.85000000000105,339.0700000000008
109,7.698000000000001,1452.5000000000032,29.9,968.3333333333354,116.20000000000026,103.75000000000023,91.30000000000021,249.00000000000057,456.500000000001,340.30000000000075
110,7.6998000000000015,1457.7500000000032,30.0,971.8333333333354,116.62000000000025,104.12500000000023,91.6300000000002,249.90000000000055,458.150000000001,341.53000000000077
111,7.701600000000001,1463.000000000003,30.1,975.3333333333353,117.04000000000025,104.50000000000021,91.96000000000019,250.80000000000052,459.8000000000009,342.76000000000073
112,7.703400000000001,1468.250000000003,30.2,978.8333333333353,117.46000000000024,104.87500000000021,92.29000000000018,251.7000000000005,461.4500000000009,343.9900000000007
113,7.705200000000001,1473.5000000000027,30.3,982.3333333333352,117.88000000000022,105.2500000000002,92.62000000000018,252.60000000000048,463.1000000000009,345.22000000000065
114,7.707000000000001,1478.7500000000027,30.4,985.8333333333352,118.30000000000021,105.62500000000018,92.95000000000017,253.50000000000045,464.75000000000085,346.4500000000006
115,7.708800000000001,1484.0000000000025,30.5,989.333333333335,118.7200000000002,106.00000000000018,93.28000000000016,254.40000000000043,466.40000000000083,347.6800000000006
116,7.710600000000001,1489.2500000000025,30.6,992.833333333335,119.1400000000002,106.37500000000017,93.61000000000016,255.3000000000004,468.05000000000075,348.91000000000054
117,7.712400000000001,1494.5000000000023,30.7,996.3333333333348,119.56000000000019,106.75000000000017,93.94000000000014,256.2000000000004,469.7000000000007,350.14000000000055
118,7.714200000000001,1499.7500000000023,30.8,999.8333333333348,119.98000000000017,107.12500000000016,94.27000000000014,257.10000000000036,471.3500000000007,351.3700000000005
119,7.716000000000001,1505.000000000002,30.9,1003.3333333333347,120.40000000000018,107.50000000000016,94.60000000000014,258.00000000000034,473.0000000000007,352.6000000000005
120,7.7178,1510.250000000002,28.0,1006.8333333333347,120.82000000000016,107.87500000000014,94.93000000000012,258.9000000000003,474.6500000000006,353.83000000000044
121,7.719600000000001,1515.5000000000018,28.1,1010.3333333333345,121.24000000000015,108.25000000000014,95.26000000000012,259.8000000000003,476.3000000000006,355.0600000000004
122,7.721400000000001,1520.7500000000018,28.2,1013.8333333333345,121.66000000000014,108.62500000000013,95.59000000000012,260.70000000000033,477.95000000000056,356.2900000000004
123,7.7232,1526.0000000000016,28.3,1017.3333333333344,122.08000000000013,109.00000000000011,95.9200000000001,261.6000000000003,479.60000000000053,357.52000000000044
124,7.7250000000000005,1531.2500000000016,28.4,1020.8333333333344,122.50000000000013,109.37500000000011,96.2500000000001,262.5000000000003,481.2500000000005,358.7500000000004
125,7.726800000000001,1536.5000000000014,28.5,1024.3333333333342,122.92000000000012,109.7500000000001,96.5800000000001,263.40000000000026,482.90000000000043,359.98000000000036
126,7.7286,1541.7500000000014,28.6,1027.8333333333342,123.3400000000001,110.1250000000001,96.91000000000008,264.30000000000024,484.5500000000004,361.2100000000003
127,7.7304,1547.0000000000011,28.7,1031.3333333333342,123.7600000000001,110.50000000000009,97.24000000000008,265.2000000000002,486.2000000000004,362.4400000000003
128,7.732200000000001,1552.2500000000011,28.8,1034.8333333333342,124.18000000000009,110.87500000000009,97.57000000000006,266.1000000000002,487.85000000000036,363.67000000000024
129,7.734000000000001,1557.500000000001,28.9,1038.333333333334,124.60000000000008,111.25000000000007,97.90000000000006,267.00000000000017,489.50000000000034,364.9000000000002
130,7.7358,1562.750000000001,29.0,1041.833333333334,125.02000000000007,111.62500000000006,98.23000000000006,267.90000000000015,491.15000000000026,366.1300000000002
131,7.7376000000000005,1568.0000000000007,29.1,1045.3333333333337,125.44000000000005,112.00000000000006,98.56000000000004,268.8000000000001,492.80000000000024,367.3600000000002
132,7.739400000000001,1573.2500000000007,29.2,1048.8333333333337,125.86000000000006,112.37500000000004,98.89000000000004,269.7000000000001,494.4500000000002,368.59000000000015
133,7.7412,1578.5000000000005,29.3,1052.3333333333337,126.28000000000004,112.75000000000004,99.22000000000003,270.6000000000001,496.1000000000002,369.8200000000001
134,7.743,1583.7500000000005,29.4,1055.8333333333337,126.70000000000003,113.12500000000003,99.55000000000003,271.50000000000006,497.7500000000001,371.05000000000007
135,7.744800000000001,1589.0000000000002,29.5,1059.3333333333335,127.12000000000003,113.50000000000003,99.88000000000002,272.40000000000003,499.4000000000001,372.2800000000001
136,7.7466,1594.2500000000002,29.6,1062.8333333333335,127.54000000000002,113.87500000000001,100.21000000000001,273.3,501.05000000000007,373.51
137,7.7484,1599.5,29.7,1066.3333333333333,127.96000000000001,114.25,100.54,274.20000000000005,502.70000000000005,374.74000000000007
138,7.7502,1604.75,29.8,1069.8333333333333,128.38,114.625,100.87,275.1,504.35,375.97
139,7.752,1609.9999999999998,29.9,1073.3333333333333,128.79999999999998,114.99999999999999,101.19999999999999,276.0,505.99999999999994,377.2
140,7.7538,1615.2499999999998,30.0,1076.8333333333333,129.21999999999997,115.37499999999999,101.52999999999999,276.9,507.6499999999999,378.42999999999995
141,7.7556,1620.4999999999995,30.1,1080.333333333333,129.64,115.74999999999997,101.85999999999999,277.79999999999995,509.2999999999999,379.65999999999997
142,7.7574,1625.7499999999995,30.2,1083.833333333333,130.05999999999997,116.12499999999997,102.18999999999997,278.69999999999993,510.9499999999999,380.8899999999999
143,7.7592,1630.9999999999993,30.3,1087.3333333333328,130.47999999999996,116.49999999999996,102.51999999999997,279.5999999999999,512.5999999999998,382.1199999999999
144,7.761,1636.2499999999993,30.4,1090.8333333333328,130.89999999999995,116.87499999999996,102.84999999999995,280.4999999999999,514.2499999999998,383.34999999999985
145,7.7628,1641.499999999999,30.5,1094.3333333333328,131.31999999999994,117.24999999999994,103.17999999999995,281.39999999999986,515.8999999999997,384.5799999999998
146,7.7646,1646.749999999999,30.6,1097.8333333333328,131.73999999999992,117.62499999999993,103.50999999999995,282.29999999999984,517.5499999999997,385.8099999999998
147,7.7664,1651.999999999999,30.7,1101.3333333333328,132.1599999999999,117.99999999999993,103.83999999999993,283.1999999999998,519.1999999999997,387.03999999999974
148,7.7682,1657.2499999999989,30.8,1104.8333333333326,132.5799999999999,118.37499999999991,104.16999999999993,284.0999999999998,520.8499999999997,388.26999999999975
149,7.77,1662.4999999999989,30.9,1108.3333333333326,132.9999999999999,118.74999999999991,104.49999999999991,284.9999999999998,522.4999999999997,389.49999999999966
150,7.7718,1667.7499999999986,28.0,1111.8333333333323,133.4199999999999,119.1249999999999,104.82999999999991,285.89999999999975,524.1499999999995,390.7299999999997
151,7.7736,1672.9999999999986,28.1,1115.3333333333323,133.8399999999999,119.4999999999999,105.15999999999991,286.7999999999997,525.7999999999995,391.95999999999964
152,7.775399999999999,1678.2499999999984,28.2,1118.8333333333323,134.25999999999988,119.87499999999989,105.4899999999999,287.6999999999997,527.4499999999995,393.1899999999996
153,7.7772,1683.4999999999984,28.3,1122.3333333333323,134.67999999999986,120.24999999999989,105.8199999999999,288.5999999999997,529.0999999999995,394.41999999999956
154,7.779,1688.7499999999982,28.4,1125.8333333333321,135.09999999999985,120.62499999999987,106.14999999999989,289.4999999999997,530.7499999999994,395.64999999999964
155,7.780799999999999,1693.9999999999982,28.5,1129.3333333333321,135.51999999999984,120.99999999999986,106.47999999999988,290.3999999999997,532.3999999999994,396.87999999999954
156,7.7825999999999995,1699.249999999998,28.6,1132.833333333332,135.93999999999983,121.37499999999986,106.80999999999987,291.29999999999967,534.0499999999994,398.10999999999956
157,7.7844,1704.499999999998,28.7,1136.333333333332,136.35999999999984,121.74999999999984,107.13999999999987,292.19999999999965,535.6999999999994,399.3399999999995
158,7.786199999999999,1709.7499999999977,28.8,1139.833333333332,136.77999999999983,122.12499999999984,107.46999999999986,293.0999999999996,537.3499999999993,400.5699999999995
159,7.787999999999999,1714.9999999999977,28.9,1143.333333333332,137.19999999999982,122.49999999999983,107.79999999999986,293.9999999999996,538.9999999999992,401.79999999999944
160,7.7898,1720.2499999999975,29.0,1146.8333333333317,137.6199999999998,122.87499999999983,108.12999999999984,294.8999999999996,540.6499999999992,403.0299999999994
161,7.791599999999999,1725.4999999999975,29.1,1150.3333333333317,138.0399999999998,123.24999999999982,108.45999999999984,295.79999999999956,542.2999999999992,404.2599999999994
162,7.793399999999999,1730.7499999999973,29.2,1153.8333333333314,138.45999999999978,123.6249999999998,108.78999999999984,296.69999999999953,543.9499999999991,405.4899999999994
163,7.7951999999999995,1735.9999999999973,29.3,1157.3333333333314,138.87999999999977,123.9999999999998,109.11999999999982,297.5999999999995,545.5999999999991,406.71999999999935
164,7.796999999999999,1741.249999999997,29.4,1160.8333333333314,139.29999999999976,124.37499999999979,109.44999999999982,298.4999999999995,547.2499999999991,407.9499999999993
165,7.798799999999999,1746.499999999997,29.5,1164.3333333333314,139.71999999999974,124.74999999999979,109.7799999999998,299.39999999999947,548.8999999999991,409.17999999999927
166,7.5600000000000005,1050.0,29.6,700.0,84.0,75.0,66.0,180.0,330.0,246.0
167,7.5618,1055.25,29.7,703.5,84.42,75.375,66.33,180.9,331.65000000000003,247.23000000000002
168,7.5636,1060.5,29.8,707.0,84.84,75.75,66.66000000000001,181.8,333.3,248.46000000000004
169,7.5654,1065.7500000000002,29.9,710.5000000000001,85.26,76.12500000000001,66.99000000000001,182.70000000000002,334.95000000000005,249.69000000000003
170,7.567200000000001,1071.0000000000002,30.0,714.0000000000001,85.68,76.50000000000001,67.32000000000001,183.60000000000002,336.6000000000001,250.92000000000002
171,7.569,1076.2500000000002,30.1,717.5000000000001,86.10000000000002,76.87500000000001,67.65000000000002,184.50000000000003,338.25000000000006,252.15000000000003
172,7.5708,1081.5000000000002,30.2,721.0000000000001,86.52000000000002,77.25000000000001,67.98000000000002,185.40000000000003,339.9000000000001,253.38000000000005
173,7.5726,1086.7500000000002,30.3,724.5000000000001,86.94000000000003,77.62500000000003,68.31000000000002,186.30000000000004,341.55000000000007,254.61000000000007
174,7.574400000000001,1092.0000000000005,30.4,728.0000000000003,87.36000000000003,78.00000000000003,68.64000000000001,187.20000000000005,343.2000000000001,255.84000000000006
175,7.5762,1097.2500000000005,30.5,731.5000000000003,87.78000000000003,78.37500000000003,68.97000000000003,188.10000000000008,344.85000000000014,257.0700000000001
176,7.578,1102.5000000000005,30.6,735.0000000000003,88.20000000000003,78.75000000000003,69.30000000000003,189.00000000000009,346.5000000000001,258.3000000000001
177,7.5798000000000005,1107.7500000000005,30.7,738.5000000000003,88.62000000000003,79.12500000000003,69.63000000000002,189.9000000000001,348.15000000000015,259.5300000000001
178,7.5816,1113.0000000000005,30.8,742.0000000000003,89.04000000000005,79.50000000000004,69.96000000000004,190.8000000000001,349.8000000000002,260.7600000000001
179,7.5834,1118.2500000000005,30.9,745.5000000000003,89.46000000000005,79.87500000000004,70.29000000000003,191.7000000000001,351.45000000000016,261.9900000000001
180,7.5852,1123.5000000000007,28.0,749.0000000000005,89.88000000000005,80.25000000000004,70.62000000000003,192.6000000000001,353.1000000000002,263.22000000000014
